seed,mAP,pooled_ap,auroc,n_generators,real_pairing,best_val_ce
123,0.9752472846322897,0.9536298651676074,0.9465315505432782,20,matched,0.33315300941467285
124,0.975423600959321,0.966392553862835,0.9603757941143524,20,matched,0.3332294225692749
125,0.9751436102788997,0.9585187994177121,0.9521206053671728,20,matched,0.3331257700920105
126,0.9757294236153025,0.9610636623650833,0.9541581487734233,20,matched,0.33320990204811096
127,0.975874446346567,0.9558612258958886,0.9488486342033253,20,matched,0.33328723907470703
