cue,pooled_r,within_macro_r
saturation,0.0062908580286908525,0.07653142695083197
desaturation,0.25937012567960877,0.20459299732782682
vibrance,0.10423606359014535,0.13762197761986544
color_temperature,0.02989719020612063,0.013312577987719175
white_balance,0.15643273485028167,0.16839668551074582
contrast,-0.03076743118876666,-0.04867452811597982
dynamic_range,0.0479550329026269,0.03624203948479784
shadow_detail,0.04142892463556781,0.07060083323544404
highlight_detail,-0.11760597713688273,-0.090459169424571
black_point,-0.09850954837765317,-0.07731590349764055
color_accuracy,0.1511407952984415,0.10300680217151874
skin_tone,0.2142821891089651,0.1468064999490763
hue_consistency,0.21229043513322166,0.15701565757817657
color_banding,0.13792655607690493,0.11704521393129598
color_bleeding,-0.11983706483683328,-0.08522731942600856
color_depth,0.03564452474678391,0.08131111992010363
chroma_noise,-0.015823494937083606,-0.023447483647865273
tint,0.030020050448959466,0.08373846251320116
split_toning,0.025703663198821072,0.050139131113628325
color_harmony,0.1983709697866983,0.18764387366027188
color_uniformity,0.1302117712795741,0.06623210818957583
highlight_rolloff,0.09771390004557201,0.007549370412125351
shadow_color,0.1757625158334684,0.16058402964518842
highlight_color,0.14840081947872893,0.12716205163423655
gamut_clipping,0.08193845588188853,0.041887311517977366
depth_of_field,0.09741601506771302,0.0771218186360547
bokeh_quality,0.11917301207813959,0.03439135149847492
chromatic_aberration,0.16535721147353644,0.1492424639554805
vignetting,0.1766293582861479,0.08597999608765633
lens_distortion,0.11256788713952377,0.01317647912996162
fisheye_effect,-0.07929595597292426,-0.07595277723348698
field_curvature,0.1139623544888077,0.11210898166878037
lens_flare,0.18931357230671653,0.060775440133078826
ghosting,0.13266808501742614,0.11850283140678125
sunstars,0.2604893089062419,0.15233406328728832
focus_accuracy,0.0018465407861087597,-0.041101413888536095
focus_uniformity,0.05169619931435558,0.04821274331384663
focus_breathing,-0.15300965393807686,-0.13407093144286802
edge_sharpness,-0.15260616097745264,-0.06011605056447624
coma_aberration,0.015436735577772658,0.03808808864334722
astigmatism_aberration,-0.09184955892417448,-0.055922768664454864
onion_ring_bokeh,0.1407153859229833,0.12040612050066327
cat_eye_bokeh,-0.002781202062329889,0.019733183364724308
edge_color_shading,0.01200322327738566,-0.021639652808797937
macro_rendering,0.0443031217072332,0.029896076579196428
sharpness,0.26210347910853227,0.12630947276822851
motion_freeze,-0.005098466774051647,-0.015870572593461515
exposure_accuracy,0.27807568699585505,0.20450016174626456
low_light_noise,0.44408761982119677,0.3490528257095171
film_grain,0.021209549743550302,0.0698677402338064
hdr_tonemapping,0.08160362612041314,0.01414184873740133
long_exposure,0.336998349335348,0.268086802398668
panning,0.3162949288985036,0.14808672771656337
composition_balance,0.307406165774632,0.2488847881670932
rule_of_thirds,0.05699382969345912,-0.017305234950577456
symmetry,0.2885751828003843,0.2352045164526249
leading_lines,0.15184738284682117,0.11401800824135319
framing,0.466694528235983,0.3802640600072747
horizon_line,0.11916023212436166,0.07659478174644019
subject_isolation,0.026511445905483565,0.015416561540582307
depth_cues,-0.03499992150566632,-0.0613432092360271
lighting_quality,-0.15755531180639504,-0.14454717196600622
backlighting,0.16784688189858138,0.1816085850996086
silhouette,0.18968464510250072,0.1502539046742491
micro_contrast,0.0035438972682513524,-0.053043888972638446
texture_detail,0.03020652632729202,0.03667430929229198
sharpening_artifacts,-0.03924286266663201,0.03387021771488578
denoising_artifacts,0.09856645821302891,0.08102204074488349
compression_artifacts,-0.041119001299970454,-0.0617417366660193
posterization,-0.15357552780520883,-0.08402628028966756
moire_pattern,-0.01520529921003341,0.044878671646467395
banding,0.05764474655532712,0.1052610181128581
vignette_edit,0.16049372107107707,0.12420163444245008
bloom,0.040768632952166727,-0.06442956543707926
clarity,0.3344789923126298,0.2933492360338543
atmospheric_haze,0.14332581479111153,0.07154827731608807
retouching,0.002865483935482445,0.05654203060073726
watermark,-0.26058968614185885,-0.20401855437615687
upscaler_artifacts,-0.16721399604870157,-0.005033435979837651
edge_halos,-0.009763849002921161,0.037415541818978944
flash_use,0.11627734653246355,-0.006040256142744704
camera_shake,-0.03287102783991818,0.03591757880700968
focus_stacking,0.25810181807934823,0.14768600152041406
smartphone_cues,0.054361234811558815,0.028335467662717592
rolling_shutter,0.05551403999528593,0.021357638025958824
