dataset,concept,contribution,contribution_synth,contribution_real,activation_prob,usage_synth,usage_real,auc,n_images
synthclic,focus_uniformity,6.2140896e-07,6.4022964e-07,5.461286e-07,0.00011382899,0.0,0.0,0.5699051227181413,2140
synthclic,focus_breathing,8.46269e-09,1.15350405e-08,-3.826731e-09,0.000106797954,0.0,0.0,0.5262004323521705,2140
synthclic,edge_sharpness,-1.273365e-08,-5.1974055e-08,1.4422795e-07,0.00010869109,0.0,0.0,0.5418527273124291,2140
synthclic,coma_aberration,0.25495213,0.29945794,0.07692865,0.32018873,0.36039719626168226,0.06775700934579439,0.7710921805397851,2140
synthclic,astigmatism_aberration,8.551711e-09,-3.5204264e-09,5.6840232e-08,0.0001057384,0.0,0.0,0.522168284347978,2140
synthclic,onion_ring_bokeh,3.1068706e-07,3.2147094e-07,2.6755134e-07,0.00010803656,0.0,0.0,0.5406285483448336,2140
synthclic,cat_eye_bokeh,-3.0916245e-09,-3.2961829e-09,-2.2734037e-09,0.0001136285,0.0,0.0,0.5813000862520745,2140
synthclic,edge_color_shading,0.005254992,0.00568574,0.0035319834,0.011290408,0.004672897196261682,0.004672897196261682,0.5566697964887762,2140
synthclic,macro_rendering,2.9609762e-07,3.274112e-07,1.7084372e-07,0.00010757418,0.0,0.0,0.5592641824613503,2140
synthclic,sharpness,-0.015926527,-0.0023157669,-0.07036959,0.06798314,0.02453271028037383,0.18457943925233644,0.7159659140536292,2140
synthclic,motion_freeze,-0.035497453,-0.014681422,-0.11876162,0.07203515,0.02044392523364486,0.21261682242990654,0.8152226722857892,2140
synthclic,exposure_accuracy,-5.1507374e-08,-3.6819976e-08,-1.10256714e-07,0.00011032919,0.0,0.0,0.5051259935365534,2140
synthclic,low_light_noise,-0.00587525,0.00091689423,-0.033043776,0.049373753,0.010514018691588784,0.1425233644859813,0.633529675080793,2140
synthclic,film_grain,2.00542e-07,1.9536385e-07,2.2125478e-07,0.00011824245,0.0,0.0,0.5500794283343524,2140
synthclic,hdr_tonemapping,0.04830144,0.05442136,0.023821672,0.0915987,0.08002336448598131,0.037383177570093455,0.6118465586514107,2140
synthclic,long_exposure,1.16991465e-08,1.03125695e-08,1.7245412e-08,0.000101700934,0.0,0.0,0.5284113241331121,2140
synthclic,panning,-1.052854e-07,-7.469406e-08,-2.2765016e-07,0.00011340465,0.0,0.0,0.5411403288496812,2140
synthclic,composition_balance,0.006691853,0.0081646945,0.0008004871,0.033135865,0.016939252336448597,0.016355140186915886,0.592033146999738,2140
synthclic,rule_of_thirds,0.07779621,0.09345753,0.0151511645,0.118074305,0.11974299065420561,0.018691588785046728,0.7201829854135733,2140
synthclic,symmetry,-0.0052828225,-0.002434203,-0.016677286,0.018935423,0.005841121495327103,0.030373831775700934,0.6447642807232072,2140
synthclic,leading_lines,-0.0012205793,0.0017293982,-0.013020481,0.025196012,0.010514018691588784,0.04672897196261682,0.5548806118438291,2140
synthclic,framing,0.01812995,0.020055734,0.010426793,0.050183043,0.028037383177570093,0.05841121495327103,0.5303397130753777,2140
synthclic,horizon_line,1.4286822e-07,1.7362028e-07,1.9859813e-08,0.000106739455,0.0,0.0,0.5626030384749761,2140
synthclic,subject_isolation,3.3058058e-07,3.4095987e-07,2.8906203e-07,7.505898e-05,0.0,0.0,0.5400232826011007,2140
synthclic,depth_cues,0.055945463,0.06211219,0.031278607,0.0854846,0.08294392523364486,0.028037383177570093,0.6111259717005852,2140
synthclic,lighting_quality,1.2877026e-08,7.492909e-09,3.4413475e-08,0.00010671414,0.0,0.0,0.5900842868372784,2140
synthclic,backlighting,4.310781e-08,4.921689e-08,1.8671441e-08,9.772721e-05,0.0,0.0,0.5411990130142371,2140
synthclic,silhouette,0.2241833,0.25815487,0.08829698,0.33591756,0.3732476635514019,0.11682242990654206,0.7073202353917372,2140
synthclic,micro_contrast,-0.056784548,-0.019811131,-0.20467857,0.07361599,0.02102803738317757,0.23598130841121495,0.7629227989344047,2140
synthclic,texture_detail,0.025681248,0.03127015,0.0033256356,0.046583798,0.04380841121495327,0.002336448598130841,0.5877492029871605,2140
synthclic,sharpening_artifacts,1.1483991e-07,1.14033845e-07,1.1806367e-07,0.0001236129,0.0,0.0,0.5823325181238537,2140
synthclic,denoising_artifacts,1.2434386e-07,1.5880505e-07,-1.3500925e-08,0.00011395299,0.0,0.0,0.5770836972661368,2140
synthclic,compression_artifacts,0.017692523,0.020804882,0.005243102,0.04643839,0.036214953271028034,0.011682242990654205,0.6201346733339156,2140
synthclic,posterization,0.029978251,0.027701966,0.039083395,0.055274077,0.0344626168224299,0.0514018691588785,0.5395776923748798,2140
synthclic,moire_pattern,0.12478441,0.14389808,0.048329733,0.16065302,0.16880841121495327,0.030373831775700934,0.6803255196960434,2140
synthclic,banding,0.11267621,0.12512419,0.06288428,0.16371293,0.16004672897196262,0.08644859813084112,0.5890743733077125,2140
synthclic,vignette_edit,0.04862921,0.056761947,0.01609823,0.105589874,0.09871495327102804,0.06074766355140187,0.5467685496549918,2140
synthclic,bloom,-0.044107236,-0.022796085,-0.12935245,0.07774469,0.02453271028037383,0.24532710280373832,0.7502333719102106,2140
synthclic,clarity,0.3017292,0.3288747,0.19314687,0.45493275,0.47546728971962615,0.37149532710280375,0.5746189623547908,2140
synthclic,atmospheric_haze,2.2747226e-07,2.5398847e-07,1.214074e-07,4.9094862e-05,0.0,0.0,0.6304780985238886,2140
synthclic,retouching,0.038168184,0.04444585,0.013057446,0.056785684,0.053738317757009345,0.007009345794392523,0.6058389378985065,2140
synthclic,watermark,-6.60252e-09,-1.6404481e-08,3.260534e-08,0.00010998363,0.0,0.0,0.5531269106472181,2140
synthclic,upscaler_artifacts,7.0178565e-08,6.594535e-08,8.7111395e-08,0.00010491682,0.0,0.0,0.5206970859900428,2140
synthclic,edge_halos,0.09324182,0.10539571,0.0446264,0.113431595,0.11390186915887851,0.0397196261682243,0.6498957332518123,2140
synthclic,flash_use,-3.14774e-08,-3.7133223e-08,-8.854076e-09,0.000108999215,0.0,0.0,0.5148341285265089,2140
synthclic,camera_shake,3.400651e-08,3.7520312e-08,1.9951425e-08,0.0001049526,0.0,0.0,0.5705056118438292,2140
synthclic,focus_stacking,0.031058416,0.031111417,0.030846495,0.0547667,0.030957943925233645,0.053738317757009345,0.5973665822342562,2140
synthclic,smartphone_cues,0.1312788,0.13963357,0.09786056,0.18166146,0.1816588785046729,0.09813084112149532,0.607282841296183,2140
synthclic,rolling_shutter,-0.05487386,-0.023818675,-0.17909487,0.080346204,0.02336448598130841,0.26401869158878505,0.7658024172416805,2140
synthclic,sensor_bloom,0.004560543,0.00506426,0.0025456673,0.016172668,0.0035046728971962616,0.004672897196261682,0.5248943685037994,2140
synthclic,tone_mapping_baked,0.025147047,0.028600162,0.011334566,0.05706675,0.039135514018691586,0.011682242990654205,0.6387266355140186,2140
synthclic,dslr_cues,-0.022788135,-0.0061289463,-0.08942478,0.028733935,0.010514018691588784,0.08411214953271028,0.6693802406323697,2140
synthclic,mirrorless_cues,-1.2470616e-07,1.0027351e-08,-6.6363845e-07,0.0001141571,0.0,0.0,0.5309968392436021,2140
synthclic,film_camera_cues,8.060178e-08,7.6655155e-08,9.6387936e-08,0.0001162563,0.0,0.0,0.5663328947943052,2140
synthclic,medium_format_cues,0.028834961,0.02753797,0.03402288,0.063741915,0.04147196261682243,0.04439252336448598,0.5545053061402743,2140
synthclic,large_format_cues,0.02204679,0.026437748,0.004482929,0.037020907,0.035046728971962614,0.011682242990654205,0.6144839341863918,2140
synthclic,instant_camera_cues,1.7938307e-06,1.9471152e-06,1.1806958e-06,0.000162753,0.0,0.0,0.5979854954581186,2140
synthclic,action_camera_cues,-3.6418957e-08,-2.8612044e-08,-6.764648e-08,0.00010886485,0.0,0.0,0.5421577484933182,2140
synthclic,dashcam_cues,0.2815376,0.26622778,0.3427765,0.35045666,0.3352803738317757,0.35514018691588783,0.513087933443969,2140
synthclic,cctv_cues,1.0088218e-07,7.90176e-08,1.8834078e-07,0.000114585855,0.0,0.0,0.5620625982618569,2140
synthclic,drone_camera_cues,-0.0186686,-0.006312879,-0.06809143,0.036248133,0.015771028037383176,0.0794392523364486,0.6969140317931697,2140
synthclic,microscope_cues,0.102206275,0.094985634,0.13108952,0.15977885,0.1360981308411215,0.1542056074766355,0.5585708904707835,2140
synthclic,night_vision_cues,-0.0011288276,0.0028776408,-0.01715469,0.023305306,0.011682242990654205,0.02570093457943925,0.6367313739191196,2140
synthclic,infrared_camera_cues,0.51508576,0.49941677,0.57776076,0.595785,0.633177570093458,0.4976635514018692,0.5955753504672898,2140
synthclic,pinhole_camera_cues,0.018471906,0.022788309,0.0012062958,0.076504774,0.04088785046728972,0.10747663551401869,0.5917260786968294,2140
synthclic,cgi_cues,0.45132667,0.4967859,0.26948917,0.5417727,0.6162383177570093,0.2897196261682243,0.7169417088828718,2140
synthclic,geometry_consistency,0.63258123,0.70245117,0.35310197,0.7483925,0.8294392523364486,0.49065420560747663,0.7704248187614638,2140
synthclic,reflection_consistency,0.02388884,0.020914895,0.035784606,0.035664335,0.02511682242990654,0.035046728971962614,0.5590335400471658,2140
synthclic,shadow_consistency,2.3330976e-07,2.553896e-07,1.4499078e-07,8.5271655e-05,0.0,0.0,0.5301199886452965,2140
synthclic,lighting_direction,-0.032266818,-0.013052956,-0.109122485,0.057649843,0.018107476635514017,0.14719626168224298,0.6912175735872129,2140
synthclic,specular_highlights,0.035012268,0.042438265,0.005308309,0.05685637,0.053738317757009345,0.004672897196261682,0.6956202506769149,2140
synthclic,texture_realism,7.590331e-07,8.001372e-07,5.9461786e-07,0.00011607278,0.0,0.0,0.6309093588959734,2140
synthclic,tiling_artifacts,3.6453574e-07,3.7529543e-07,3.2149788e-07,0.00011268104,0.0,0.0,0.6056833566250328,2140
synthclic,object_boundaries,-0.05159944,-0.02447618,-0.16009322,0.08348134,0.030957943925233645,0.21261682242990654,0.8053214254520046,2140
synthclic,edge_aliasing,6.8686904e-07,7.4280985e-07,4.631095e-07,0.00011878947,0.0,0.0,0.5743883199406061,2140
synthclic,oversharpening,-0.00057355675,0.0037930298,-0.018039927,0.0360122,0.02336448598130841,0.04439252336448598,0.5488661673508602,2140
synthclic,text_legibility,0.04130996,0.05078591,0.0034061687,0.09772963,0.10689252336448599,0.002336448598130841,0.7207991691414097,2140
synthclic,face_anatomy,-3.3673707e-08,-4.144664e-08,-2.5819376e-09,0.00010645162,0.0,0.0,0.5463659489911783,2140
synthclic,hands_correctness,0.023173524,0.027753307,0.0048544225,0.043128658,0.036214953271028034,0.007009345794392523,0.6511949733601188,2140
synthclic,count_consistency,-0.023492945,-0.00984282,-0.07809343,0.056777902,0.009929906542056074,0.18691588785046728,0.719608426500131,2140
synthclic,proportion_realism,-0.0005783088,4.1992585e-05,-0.0030595174,0.004645019,0.0011682242990654205,0.004672897196261682,0.6242357411127609,2140
synthclic,physics_contact,-0.025288243,-0.009060044,-0.09020117,0.04409521,0.007009345794392523,0.13551401869158877,0.8094183989868111,2140
synthclic,perspective_coherence,-0.016665008,-0.006149871,-0.058725674,0.037834343,0.006425233644859813,0.11448598130841121,0.7583044916586601,2140
synthclic,occlusion_logic,0.1876479,0.22089192,0.054671474,0.2294408,0.25817757009345793,0.04439252336448598,0.7468378788540484,2140
synthclic,depth_consistency,-0.020829989,-0.0070999376,-0.07575009,0.04595432,0.006425233644859813,0.12850467289719625,0.5789411193117302,2140
synthclic,fabric_realism,5.0684104e-08,6.200571e-08,5.3976397e-09,9.526452e-05,0.0,0.0,0.5414501266486156,2140
synthclic,hair_realism,0.012779853,0.0131766135,0.011192871,0.024969345,0.016355140186915886,0.004672897196261682,0.5091820246309722,2140
synthclic,skin_microtexture,0.02273863,0.026477344,0.0077838358,0.035561852,0.030957943925233645,0.004672897196261682,0.6499107454799546,2140
synthclic,eye_catchlight,0.40958282,0.44562614,0.2654099,0.54040414,0.6185747663551402,0.2546728971962617,0.7470780745043235,2140
synthclic,sensor_noise_pattern,-0.020680087,-0.009028026,-0.06728859,0.050427955,0.014018691588785047,0.1261682242990654,0.7900771901476111,2140
synthclic,jpeg_grid,-4.585443e-07,-4.133407e-07,-6.3936136e-07,0.00010005645,0.0,0.0,0.5496590859463708,2140
synthclic,depth_map_halo,-0.018257499,-0.0066641066,-0.06463127,0.024788976,0.006425233644859813,0.07710280373831775,0.6818840619268058,2140
synthclic,segmentation_errors,0.0476968,0.049648322,0.03989072,0.08282017,0.06425233644859812,0.06775700934579439,0.5314519827059132,2140
synthclic,style_consistency,-2.869916e-07,-2.919817e-07,-2.670317e-07,0.00010686947,0.0,0.0,0.535599451917198,2140
synthclic,minimalist_style,7.469549e-09,1.0610228e-08,-5.0931863e-09,0.00010975636,0.0,0.0,0.538866658660145,2140
synthclic,cinematic_tone,-0.008618124,-0.0030546573,-0.030871952,0.015511636,0.0011682242990654205,0.037383177570093455,0.7299218272338196,2140
synthclic,vintage_aesthetic,0.3627763,0.41368872,0.1591277,0.40564868,0.4696261682242991,0.14485981308411214,0.7523582845663377,2140
synthclic,documentary_look,0.015332356,0.017561898,0.0064142267,0.028179167,0.016355140186915886,0.004672897196261682,0.5680640776487029,2140
synthclic,studio_quality,0.19020824,0.21562432,0.08854365,0.30755448,0.35630841121495327,0.08878504672897196,0.6702031836841645,2140
synthclic,imperfection_cues,1.5481841e-07,1.8936147e-07,1.6646364e-08,0.00010899146,0.0,0.0,0.5318020405712289,2140
synthclic,repetition_artifacts,0.049574602,0.057996955,0.015885241,0.08590989,0.084696261682243,0.014018691588785047,0.6242002576644248,2140
synthclic,detail_variation,0.038777433,0.04586091,0.01044355,0.06121292,0.05841121495327103,0.009345794392523364,0.6133832649139663,2140
synthclic,glitch_artifacts,-0.061431456,-0.028195255,-0.19437662,0.09305519,0.03154205607476635,0.2850467289719626,0.8371487138614726,2140
synthclic,cross_processing,-0.024304468,-0.009796984,-0.08233461,0.041892823,0.016939252336448597,0.13317757009345793,0.7084174927941305,2140
synthclic,fake_lens_effects,2.2222734e-07,2.1350952e-07,2.570978e-07,7.6630895e-05,0.0,0.0,0.5483386922438641,2140
synthclic,depth_realism,2.7768488e-07,2.9396008e-07,2.1258434e-07,0.00011174479,0.0,0.0,0.5588547580574723,2140
synthclic,material_specularity,3.6217294e-09,-1.1903298e-08,6.572186e-08,0.00010703226,0.0,0.0,0.5636259171106647,2140
synthclic,shadow_softness,-1.0284156e-08,-7.3488238e-09,-2.2025462e-08,0.0001106661,0.0,0.0,0.5514946720237575,2140
synthclic,specular_noise,-4.5770893e-08,-2.6700034e-08,-1.2205442e-07,0.00011290569,0.0,0.0,0.5479558804262381,2140
synthclic,reflection_fresnel,3.23452e-08,3.4205303e-08,2.4904642e-08,9.4914714e-05,0.0,0.0,0.593676303607302,2140
synthclic,subsurface_scattering,0.008293226,0.009765039,0.0024059413,0.0180702,0.011682242990654205,0.0,0.6164785134072844,2140
synthclic,depth_quantization,0.013597731,0.014994412,0.008011024,0.029474726,0.01985981308411215,0.007009345794392523,0.5129978600751157,2140
synthclic,halo_artifacts,0.08839954,0.091104284,0.07758055,0.1090165,0.09404205607476636,0.08177570093457943,0.5342347039042712,2140
synthclic,ringing_artifacts,0.59434325,0.65815264,0.33910477,0.71793383,0.820677570093458,0.3598130841121495,0.8183479452353917,2140
synthclic,band_limited_edges,1.2528697e-06,1.383224e-06,7.314517e-07,0.000114761904,0.0,0.0,0.6192175626692288,2140
synthclic,text_placement,0.017633585,0.019127259,0.011658886,0.031985443,0.02102803738317757,0.011682242990654205,0.5243962354790811,2140
synthclic,logo_rendering,3.0944594e-08,5.6964073e-08,-7.3133464e-08,5.2615072e-05,0.0,0.0,0.601711257533409,2140
synthclic,print_texture,-0.04662868,-0.015271028,-0.17205945,0.07765157,0.01985981308411215,0.23598130841121495,0.8112157721198359,2140
synthclic,scan_artifacts,-0.064005025,-0.023777133,-0.22491716,0.08161919,0.02102803738317757,0.2757009345794392,0.8170227749148398,2140
synthclic,lens_dirt,1.2593257e-07,1.1973789e-07,1.5071205e-07,0.00010499343,0.0,0.0,0.5568540374705214,2140
synthclic,matte_edges,6.4212594e-07,6.9618824e-07,4.2587715e-07,0.00010356847,0.0,0.0,0.5082635492182723,2140
synthclic,scene_textures,0.06546713,0.07685965,0.019896902,0.11090755,0.12266355140186916,0.016355140186915886,0.6581388112498909,2140
synthclic,global_illumination,1.599435e-07,2.213236e-07,-8.55769e-08,0.00010886701,0.0,0.0,0.5483509749759805,2140
synthclic,contact_shadows,3.736521e-09,5.4696927e-09,-3.1961669e-09,0.00011062639,0.0,0.0,0.5544479867237314,2140
synthclic,reflection_blur,2.1878877e-08,2.3180446e-08,1.6672672e-08,0.00010678104,0.0,0.0,0.5235712453052669,2140
synthclic,edge_coherence,-0.008442498,-0.004602436,-0.02380271,0.021395732,0.007593457943925234,0.037383177570093455,0.7306594735348065,2140
synthclic,fine_detail,0.01933017,0.021641495,0.010084809,0.045954492,0.035630841121495324,0.014018691588785047,0.5247483404664163,2140
synthclic,background_integration,0.19388351,0.22513416,0.06888068,0.27997994,0.3177570093457944,0.0630841121495327,0.7170918311642938,2140
synthclic,depth_layering,2.323637e-06,2.887472e-06,6.829533e-08,7.17556e-05,0.0,0.0,0.5368870916673946,2140
synthclic,time_of_day_coherence,2.7875623e-07,3.0064172e-07,1.9121427e-07,0.00010929034,0.0,0.0,0.5493929600838501,2140
synthclic,weather_coherence,-0.0016427975,-0.0005391465,-0.0060573863,0.002750187,0.0,0.002336448598130841,0.6054813739191196,2140
synthclic,exif_presence,0.022800175,0.02419144,0.01723513,0.047834244,0.036799065420560745,0.016355140186915886,0.5458992051707572,2140
