cue,pooled_r,within_macro_r
saturation,0.0017950002887865224,0.06971299973072143
desaturation,0.261950271956684,0.20676549327292343
vibrance,0.08883971041787081,0.11636771113860414
color_temperature,0.038629231956602304,0.023040069237458945
white_balance,0.14069738684013897,0.14936319527475198
contrast,-0.028320473347701415,-0.044827099350399864
dynamic_range,0.048805528505237256,0.035145763689456974
shadow_detail,0.03689435991653969,0.06748165735385116
highlight_detail,-0.11079159331079842,-0.08248492927506684
black_point,-0.08465898093995532,-0.057517678901683945
color_accuracy,0.1379069228578533,0.0895595951801932
skin_tone,0.220668530507084,0.15634448480538893
hue_consistency,0.2134641850082721,0.15774895954646342
color_banding,0.12347986394655333,0.102341545041443
color_bleeding,-0.11374957318488985,-0.07697376186108873
color_depth,0.03390239824032115,0.07898046571687703
chroma_noise,-0.013205160338824951,-0.018752069728061645
tint,0.03114866124403251,0.08782101938352063
split_toning,0.04009904808868377,0.06858171468914677
color_harmony,0.18147180916052497,0.16722411568423634
color_uniformity,0.1369934003037277,0.07643468242723815
highlight_rolloff,0.08778985009997117,-0.0010466852627590718
shadow_color,0.152493791877091,0.13295354510155288
highlight_color,0.1316060372039509,0.11160474535208598
gamut_clipping,0.09087361364954799,0.05431923146596099
depth_of_field,0.09976829557517043,0.08203558942566908
bokeh_quality,0.1165654863849454,0.03490781479418839
chromatic_aberration,0.17063761125625052,0.1580292970417208
vignetting,0.18504281078164253,0.10003969783701198
lens_distortion,0.11799906397192035,0.018709896012061376
fisheye_effect,-0.08849144196207057,-0.08570850459598099
field_curvature,0.11431298265200379,0.1122452557472018
lens_flare,0.19860762911736418,0.07524329539585568
ghosting,0.15039682801613236,0.13990812884544435
sunstars,0.25549724333911744,0.14312813147606773
focus_accuracy,0.011914892051248963,-0.026046757421512877
focus_uniformity,0.046596765606873376,0.04527334899188165
focus_breathing,-0.1546391707855386,-0.13110464974810548
edge_sharpness,-0.1473874406477447,-0.05422186976333557
coma_aberration,0.010899098025505632,0.03219920123416421
astigmatism_aberration,-0.10450934795477938,-0.06713089020826116
onion_ring_bokeh,0.14915452540593613,0.13077487274054106
cat_eye_bokeh,-0.007754449627415258,0.011537057027315127
edge_color_shading,0.01380837335224215,-0.015514501170397344
macro_rendering,0.04442391526085312,0.029621117661978086
sharpness,0.263471789347299,0.12747382901584817
motion_freeze,0.0152096505535995,0.008961227352853842
exposure_accuracy,0.28417801816234933,0.20784575385427453
low_light_noise,0.41773201003844856,0.3167288098255032
film_grain,0.027326384280219176,0.08067493817593649
hdr_tonemapping,0.07999818702954974,0.015204375883494704
long_exposure,0.3391165275403387,0.26833468933735416
panning,0.33249396866822384,0.1680742215806208
composition_balance,0.31280518152646225,0.25688484697313135
rule_of_thirds,0.0859560258855238,0.019711616687016015
symmetry,0.28202167269537914,0.227739480865072
leading_lines,0.16641377479458952,0.13086884337637006
framing,0.4585158374024678,0.369857547140815
horizon_line,0.11120783681962743,0.06698728915756685
subject_isolation,0.030569446910229076,0.024384814194143713
depth_cues,-0.031235674685781027,-0.05603995635712539
lighting_quality,-0.13952521157975817,-0.12028601995236834
backlighting,0.1549124119228975,0.1682848157376294
silhouette,0.1858192065458462,0.14557638506983106
micro_contrast,0.013673632311072612,-0.03694645365424426
texture_detail,0.028789169096253668,0.03691211514236977
sharpening_artifacts,-0.05505714503639737,0.015020482344138044
denoising_artifacts,0.10979705610835108,0.09453109945194409
compression_artifacts,-0.05444134275897446,-0.07567299731319593
posterization,-0.16370194887882303,-0.09462810087271406
moire_pattern,-0.0037047342467737476,0.053938746265284256
banding,0.05868626030794566,0.10665971104341096
vignette_edit,0.13521554694928986,0.09490902050726684
bloom,0.05635494317692684,-0.04795874752559219
clarity,0.3271754849229435,0.28427122641191704
atmospheric_haze,0.1593780064773015,0.09281722516402549
retouching,-0.009191276473851422,0.04186562352123217
watermark,-0.25770366187873245,-0.1994844768378604
upscaler_artifacts,-0.1734934721582126,-0.012366059700876342
edge_halos,-0.017164009511025154,0.029727668563451857
flash_use,0.14220507486053588,0.02697063704907925
camera_shake,-0.02647884414036984,0.040413933153712875
focus_stacking,0.2580203646407395,0.15079948934985934
smartphone_cues,0.04455235935786272,0.014271830349240726
rolling_shutter,0.05786474135038131,0.027403999472695083
sensor_bloom,-0.13856695122074522,-0.10007225217006155
tone_mapping_baked,-0.10260847311694457,-0.051274719189856606
dslr_cues,0.30146798878259534,0.14375421710958275
mirrorless_cues,0.324014951500975,0.137095930265563
film_camera_cues,-0.1287818859910795,-0.11735221078527715
medium_format_cues,0.11644991080807213,0.0038343648462084746
large_format_cues,0.15210130247634635,0.07304615420716021
instant_camera_cues,-0.415183833648496,-0.34409530226483065
action_camera_cues,0.2547830011553709,0.1864482058246384
dashcam_cues,0.25758359734716574,0.08678046051214715
cctv_cues,0.2625517714785523,0.11661012549893895
drone_camera_cues,0.26186662003971234,0.11903215904001727
microscope_cues,0.1238745101857696,0.03182972399772668
night_vision_cues,0.2822008734563648,0.14501049617225814
