cue,pooled_r,within_macro_r
saturation,-0.026172239106668004,0.04122775800733374
desaturation,0.22322010160081096,0.1577257544873332
vibrance,0.09560836754278568,0.12481841286147966
color_temperature,0.0352720550179483,0.01379824879442061
white_balance,0.13092884244137196,0.11525206905275823
contrast,0.001104885605797031,-0.011681894531463864
dynamic_range,0.06371790418849568,0.05857405982019473
shadow_detail,0.02524684955808667,0.047064810355415335
highlight_detail,-0.10055317521802755,-0.06926461949838195
black_point,-0.08580276001763067,-0.06336374977673377
color_accuracy,0.16730074455200977,0.13808402349538945
skin_tone,0.22851971705469312,0.1695779719303776
hue_consistency,0.22665317646603625,0.1824915271948846
color_banding,0.14440346978980995,0.13489962823177176
color_bleeding,-0.10998371581658366,-0.06450685268078693
color_depth,0.0043719941111391184,0.04757587627894541
chroma_noise,-0.03270983581515594,-0.04589762784435431
tint,0.012432698891211217,0.052823514026727886
split_toning,-0.021917318249750024,-0.011046662624952323
color_harmony,0.17104309171370613,0.14602732173979976
color_uniformity,0.15678408795316653,0.0908031577138563
highlight_rolloff,0.11679524996545522,0.02953047575321404
shadow_color,0.17195700498777652,0.16297254752246035
highlight_color,0.15300027014488146,0.14587925906508226
gamut_clipping,0.06260019826404457,0.018062317745592023
depth_of_field,0.0526362932743012,0.0009941298297296512
bokeh_quality,0.13477062869343737,0.05277070122712883
chromatic_aberration,0.16296377100136142,0.1445946451043253
vignetting,0.15395333060790387,0.06557145320530072
lens_distortion,0.08399590426536262,-0.02838275860225166
fisheye_effect,-0.09268704074305355,-0.09385455539516832
field_curvature,0.09192736423237846,0.07052988590652202
lens_flare,0.18957526163921898,0.05508814139431281
ghosting,0.11248353044566033,0.0959100342127987
sunstars,0.2519686113099503,0.1455142232352142
focus_accuracy,0.018843852261225532,-0.01686672033195012
focus_uniformity,0.059849142303218326,0.07002380444345487
focus_breathing,-0.13601102205162388,-0.10243477019965422
edge_sharpness,-0.16853710360593605,-0.0841716713376773
coma_aberration,0.036111555445534196,0.06889544510553071
astigmatism_aberration,-0.09204287181312541,-0.04577363274077285
onion_ring_bokeh,0.1358422246173738,0.11353905204314783
cat_eye_bokeh,-0.023116303162064034,-0.012569749674771112
edge_color_shading,0.002002951600783115,-0.022062328980898306
